scenario,horizon_h,n,days,win_rate,avg_ret_net,expectancy,profit_factor,day_t_stat,day_avg,price_thr,vol_thr
Pup_OIup,24,573,22,0.40663176265270506,0.05282932973348368,0.05282932973348368,1.9116651283881518,1.3024259324028349,0.04117943728616534,3.5,3.0
Pup_OIdown,1,201,22,0.44776119402985076,-0.000196434795785448,-0.000196434795785448,0.9881790678790039,0.16563784993334696,0.0008784445463561034,3.5,3.0
Pup_OIdown,4,201,22,0.4975124378109453,0.011858175515813592,0.011858175515813592,1.4807363663674704,1.062008415832,0.012596014921768033,3.5,3.0
Pup_OIdown,24,201,22,0.4925373134328358,0.03595940068891558,0.03595940068891558,1.9093907097266025,2.2983858618857975,0.05010627411037206,3.5,3.0
Pup_OIup,1,449,22,0.44988864142538976,0.0012485239621218402,0.0012485239621218402,1.063467914371309,1.2290051802780646,0.004264740215218304,3.5,4.0
Pup_OIup,4,449,22,0.46770601336302897,0.011780302654959827,0.011780302654959827,1.389380826936123,1.9195199510534213,0.019240783125239882,3.5,4.0
Pup_OIup,24,449,22,0.40311804008908686,0.05389182689160365,0.05389182689160365,1.9760728006792718,1.4883650017271317,0.04384622750741076,3.5,4.0
Pup_OIdown,1,138,22,0.43478260869565216,-0.0023135749712172022,-0.0023135749712172022,0.8708809859167471,-0.9886870533677125,-0.00463589409469843,3.5,4.0
Pup_OIdown,4,138,22,0.5144927536231884,0.012641038777686202,0.012641038777686202,1.5443914454349963,0.48441781940253276,0.0051385910927204854,3.5,4.0
Pup_OIdown,24,138,22,0.4927536231884058,0.03506703340785441,0.03506703340785441,1.9044694286683561,1.8625570646811105,0.04297036003397509,3.5,4.0
Pup_OIup,1,554,22,0.4368231046931408,0.002601767905119242,0.002601767905119242,1.1141721395427817,0.6531117283122924,0.0021971192019662727,4.5,1.5
Pup_OIup,4,554,22,0.4729241877256318,0.021758508872707544,0.021758508872707544,1.6236910267916582,1.513365977320734,0.01692022193586173,4.5,1.5
Pup_OIup,24,554,22,0.4314079422382672,0.08095952624056799,0.08095952624056799,2.2740053471367228,1.3815569815483555,0.05103900757046191,4.5,1.5
Pup_OIdown,1,283,22,0.4381625441696113,-0.004307273712178182,-0.004307273712178182,0.8000208560788107,-1.589666942792696,-0.008292182390111695,4.5,1.5
Pup_OIdown,4,283,22,0.4452296819787986,0.0004671068505186308,0.0004671068505186308,1.0134035742266463,0.3082786069085575,0.0023615032192981153,4.5,1.5
Pup_OIdown,24,283,22,0.4558303886925795,0.021353878318865527,0.021353878318865527,1.3293574065552962,1.7113956609960448,0.05273615084897583,4.5,1.5
Pup_OIup,1,501,22,0.4311377245508982,0.0031214360501315495,0.0031214360501315495,1.1363047665021486,0.7867668449978847,0.002641098928143053,4.5,2.0
Pup_OIup,4,501,22,0.47105788423153694,0.020640987009356966,0.020640987009356966,1.5796860328390967,1.3794248891359688,0.01537779513462495,4.5,2.0
Pup_OIup,24,501,22,0.42115768463073855,0.06660155590145288,0.06660155590145288,2.026920448337758,1.191627097169596,0.043417371029145,4.5,2.0
Pup_OIdown,1,220,22,0.4681818181818182,-0.0028285484418216923,-0.0028285484418216923,0.8654717285270868,-1.211908418117243,-0.00966423671045299,4.5,2.0
Pup_OIdown,4,220,22,0.4590909090909091,0.0023884705404846798,0.0023884705404846798,1.0715142713186683,0.3026043393192853,0.0026780206340144466,4.5,2.0
Pup_OIdown,24,220,22,0.45454545454545453,0.024368275000543994,0.024368275000543994,1.3962193078789802,1.519121780483019,0.04786953105998393,4.5,2.0
Pup_OIup,1,404,22,0.43316831683168316,0.0018867288065168124,0.0018867288065168124,1.0837159782055361,0.735489584332481,0.0032221856209927,4.5,3.0
Pup_OIup,4,404,22,0.46534653465346537,0.012128872872453714,0.012128872872453714,1.3462000847266307,1.4950311728361407,0.016261557068857704,4.5,3.0
Pup_OIup,24,404,22,0.4158415841584158,0.05971404176917528,0.05971404176917528,1.9039737315495833,1.2290602980332543,0.047497668333434134,4.5,3.0
Pup_OIdown,1,140,22,0.44285714285714284,-0.0006957777351866811,-0.0006957777351866811,0.9623569652645174,0.6817763808127343,0.007835939510453416,4.5,3.0
Pup_OIdown,4,140,22,0.4785714285714286,0.01519119183411835,0.01519119183411835,1.5332937155032733,1.365816532138012,0.0380248228711876,4.5,3.0
Pup_OIdown,24,140,22,0.5071428571428571,0.04584500790821508,0.04584500790821508,2.0462331104545326,2.338772430374982,0.08715800796767158,4.5,3.0
Pup_OIup,1,330,22,0.44545454545454544,0.0012780832482058176,0.0012780832482058176,1.055840608343509,0.7225828542737713,0.003061870925856197,4.5,4.0
Pup_OIup,4,330,22,0.47575757575757577,0.01347901403183269,0.01347901403183269,1.3962154659977108,1.640860210976693,0.019580010544108004,4.5,4.0
Pup_OIup,24,330,22,0.4090909090909091,0.06298352255371892,0.06298352255371892,2.00709888759346,1.1938944680023542,0.04561638187837063,4.5,4.0
Pup_OIdown,1,96,21,0.40625,-0.0045519294534509995,-0.0045519294534509995,0.775019349101884,-1.3347531260884358,-0.0077071669757310945,4.5,4.0
Pup_OIdown,4,96,21,0.4895833333333333,0.017852371178301612,0.017852371178301612,1.6759073588550888,1.1632583391103346,0.019694811376228562,4.5,4.0
Pup_OIdown,24,96,21,0.5208333333333334,0.04310375427066234,0.04310375427066234,1.9655313610882568,1.9363914612871933,0.06620297578966246,4.5,4.0
Pup_OIup,1,359,22,0.4428969359331476,0.005578580886986154,0.005578580886986154,1.2177910799982197,0.9148077636600339,0.0044921586288978466,6.0,1.5
Pup_OIup,4,359,22,0.479108635097493,0.032778618127880285,0.032778618127880285,1.8432114628887317,1.3721950963184981,0.021988986954066078,6.0,1.5
Pup_OIup,24,359,22,0.42618384401114207,0.07957488370372341,0.07957488370372341,2.065681017890668,1.0556019479171488,0.04538494485235862,6.0,1.5
